interaction_id,user_id,user_type,place_id,place_name,source,split,pref_quiet,pref_light,pref_low_crowd,pref_privacy,pref_outlet,pref_distance,pref_thermal_air,pref_control,pref_comfort,pref_deepwork,general_place_type,general_task_type,general_social_mode,general_stay_duration,general_time_slot,general_distraction_noise,general_distraction_crowd,general_distraction_visual,general_distraction_temperature,general_distraction_outlet,general_distraction_distance,general_priority_quiet,general_priority_outlet,general_priority_distance,general_priority_comfort,general_priority_privacy,place_type,task_type,group_size,stay_duration,time_slot,day_type,distance_minutes,weather,indoor_outdoor,visit_frequency,place_quiet,place_light,place_low_crowd,place_low_visual_distraction,place_control,place_comfort,place_outlet,place_task_fit,place_temperature_air,place_seat_availability,quiet_match,light_match,crowd_match,privacy_match,outlet_match,thermal_air_match,control_match,comfort_match,deepwork_task_match,distance_penalty,task_place_fit_match,time_match,satisfaction_score,noise_mean_db,noise_std_db,noise_max_db,noise_p90_db,noise_spike_count,quiet_ratio,light_mean_lux,light_std_lux,light_min_lux,light_max_lux,light_range_lux,too_dark_ratio,too_bright_ratio,vibration_mean,vibration_std,vibration_max,vibration_p95,vibration_spike_count,stillness_ratio,measurement_duration_sec,sample_count,valid_sample_ratio,phone_movement_ratio,noise_level_norm,light_deviation_norm,vibration_level_norm,pref_quiet_x_noise,pref_quiet_x_noise_p90,pref_light_x_light_deviation,pref_comfort_x_vibration,pref_comfort_x_vibration_spike,sensor_quality_score,sensor_environment_score,sensor_penalty_total,sensor_adjustment,satisfaction_score_sensor_v2
I0113,U012,convenience_oriented,P033,study_room_15,synthetic,train,5,3,3,3,4,5,5,3,4,3,cafe,light_reading,mixed,over_4h,afternoon,1,0,0,1,1,1,1,1,1,1,0,study_room,report_writing,2,1_2h,afternoon,weekend,3.1,clear,indoor,rarely,5,3,4,3,4,4,4,4,5,4,25,9,12,9,16,25,12,16,2.6,2.0,12,1.0,64.0,30.0,4.19,48.99,36.17,0,0.894,926.2,233.6,540.1,1270.1,730.0,0.0,0.595,0.0288,0.0327,0.2348,0.098,3,0.786,1735,1580,0.911,0.139,0.0,2.225,1.259,0.0,0.649,6.676,5.037,6.0,91.4,77.47,4.01,2.25,66.3
I0114,U012,convenience_oriented,P118,outdoor_10,synthetic,train,5,3,3,3,4,5,5,3,4,3,cafe,light_reading,mixed,over_4h,afternoon,1,0,0,1,1,1,1,1,1,1,0,outdoor,online_class,2,1_2h,morning,weekday,11.6,rainy,outdoor,often,3,5,3,3,3,3,2,2,3,3,15,15,9,9,8,15,9,12,2.0,7.3,6,0.5,36.3,54.9,7.0,72.0,59.81,4,0.163,395.8,237.6,90.3,872.9,782.6,0.167,0.059,0.1166,0.0829,0.3749,0.2562,11,0.01,1533,1331,0.868,0.237,2.596,1.449,4.189,12.979,13.781,4.348,16.757,20.0,84.91,42.36,12.73,-12.2,24.1
I0115,U012,convenience_oriented,P033,study_room_15,synthetic,train,5,3,3,3,4,5,5,3,4,3,cafe,light_reading,mixed,over_4h,afternoon,1,0,0,1,1,1,1,1,1,1,0,study_room,coding,solo,2_4h,evening,weekday,1.0,clear,indoor,sometimes,5,3,4,3,4,4,4,4,5,4,25,9,12,9,16,25,12,16,2.7,0.6,12,0.5,67.7,30.0,2.26,38.25,33.13,0,0.98,769.2,93.4,643.5,940.6,297.1,0.0,0.329,0.0244,0.0242,0.1595,0.0579,3,0.754,1073,1040,0.969,0.006,0.0,1.255,0.517,0.0,0.0,3.764,2.067,6.0,97.98,86.85,2.35,0.05,67.7
I0116,U012,convenience_oriented,P010,library_10,synthetic,train,5,3,3,3,4,5,5,3,4,3,cafe,light_reading,mixed,over_4h,afternoon,1,0,0,1,1,1,1,1,1,1,0,library,report_writing,solo,over_4h,afternoon,weekend,2.0,clear,indoor,often,5,5,4,4,3,4,4,4,4,5,25,15,12,12,16,20,9,16,2.6,1.3,12,1.0,73.6,30.0,2.81,38.59,33.74,0,0.98,643.2,168.0,487.2,1038.3,551.1,0.007,0.197,0.0398,0.0105,0.0853,0.0634,1,0.673,1188,1147,0.965,0.01,0.0,0.9,0.618,0.0,0.0,2.7,2.472,2.0,97.81,90.81,1.63,2.06,75.7
I0117,U012,convenience_oriented,P035,study_room_17,synthetic,train,5,3,3,3,4,5,5,3,4,3,cafe,light_reading,mixed,over_4h,afternoon,1,0,0,1,1,1,1,1,1,1,0,study_room,team_project,3_4,2_4h,evening,weekend,4.1,rainy,indoor,rarely,4,4,4,4,3,4,5,5,4,3,20,12,12,12,20,20,9,16,0.8,2.6,15,0.5,67.8,35.65,4.99,44.93,41.91,1,0.963,349.4,10.0,336.9,359.7,22.8,0.278,0.054,0.0317,0.0378,0.182,0.0807,1,0.675,1277,1129,0.884,0.2,0.465,1.404,0.938,2.326,3.837,4.211,3.752,2.0,86.48,81.33,3.72,-0.52,67.3
I0118,U012,convenience_oriented,P083,computer_lab_09,synthetic,train,5,3,3,3,4,5,5,3,4,3,cafe,light_reading,mixed,over_4h,afternoon,1,0,0,1,1,1,1,1,1,1,0,computer_lab,online_class,2,over_4h,afternoon,weekday,2.1,rainy,indoor,first_time,4,4,3,3,4,3,5,5,4,3,20,12,9,9,20,20,12,12,2.0,1.3,15,1.0,60.4,41.49,5.51,53.68,47.52,1,0.778,504.0,52.5,437.9,567.3,129.4,0.068,0.105,0.0733,0.0363,0.1596,0.1199,4,0.212,1360,1295,0.952,0.047,1.133,0.504,1.665,5.666,6.955,1.511,6.658,8.0,96.29,80.28,4.27,-1.17,59.2
I0119,U012,convenience_oriented,P041,cafe_05,synthetic,train,5,3,3,3,4,5,5,3,4,3,cafe,light_reading,mixed,over_4h,afternoon,1,0,0,1,1,1,1,1,1,1,0,cafe,online_class,solo,1_2h,morning,weekday,5.8,clear,indoor,sometimes,2,4,2,3,2,4,4,3,4,3,10,12,6,9,16,20,6,16,2.0,3.6,9,0.5,60.2,48.69,9.78,75.3,60.83,5,0.321,494.4,322.6,87.1,863.7,776.6,0.125,0.194,0.1075,0.0885,0.3564,0.2639,10,0.01,1555,1354,0.871,0.227,2.718,1.274,4.331,13.591,14.352,3.822,17.324,20.0,85.36,41.55,13.02,-11.13,49.1
I0120,U012,convenience_oriented,P106,dorm_lounge_10,synthetic,train,5,3,3,3,4,5,5,3,4,3,cafe,light_reading,mixed,over_4h,afternoon,1,0,0,1,1,1,1,1,1,1,0,dorm_lounge,coding,solo,1_2h,morning,weekend,13.4,cold,indoor,often,3,3,2,3,3,4,3,3,3,3,15,9,6,9,12,15,9,16,2.7,8.4,9,0.5,49.5,37.86,5.97,55.47,44.69,2,0.876,520.8,121.3,432.2,720.3,288.1,0.069,0.136,0.0896,0.0479,0.2043,0.1806,6,0.05,625,590,0.945,0.059,0.796,0.616,2.789,3.981,5.382,1.847,11.156,12.0,93.48,74.93,5.31,-4.22,45.3
I0121,U013,quiet_deepwork,P019,study_room_01,synthetic,train,5,3,4,5,4,4,4,4,4,5,study_room,coding,mostly_solo,under_1h,early_morning,1,1,1,1,1,1,1,1,1,1,1,study_room,online_class,solo,1_2h,early_morning,weekday,7.0,cloudy,indoor,often,4,3,4,4,3,4,4,4,4,4,20,9,16,20,16,16,12,16,3.3,3.5,12,1.0,61.0,30.0,4.4,40.42,34.82,1,0.971,622.7,97.8,497.1,745.7,248.7,0.035,0.173,0.0608,0.0355,0.139,0.1002,2,0.426,1588,1511,0.952,0.052,0.0,0.707,1.299,0.0,0.0,2.121,5.198,4.0,96.7,87.77,2.38,-0.27,60.7
I0122,U013,quiet_deepwork,P047,cafe_11,synthetic,train,5,3,4,5,4,4,4,4,4,5,study_room,coding,mostly_solo,under_1h,early_morning,1,1,1,1,1,1,1,1,1,1,1,cafe,deep_study,solo,2_4h,evening,weekend,7.8,rainy,indoor,often,3,4,3,3,2,4,3,3,4,3,15,12,12,15,12,16,8,16,5.0,3.9,15,0.0,66.4,50.91,5.78,71.19,55.63,2,0.319,605.6,161.5,457.8,982.8,525.0,0.05,0.157,0.0758,0.0704,0.2794,0.196,6,0.071,1253,1154,0.921,0.12,2.098,0.782,3.074,10.491,11.458,2.347,12.295,12.0,91.54,63.07,8.17,-5.11,61.3
I0123,U013,quiet_deepwork,P030,study_room_12,synthetic,train,5,3,4,5,4,4,4,4,4,5,study_room,coding,mostly_solo,under_1h,early_morning,1,1,1,1,1,1,1,1,1,1,1,study_room,deep_study,solo,under_1h,evening,weekday,8.7,cloudy,indoor,often,5,4,3,4,3,3,4,3,4,4,25,12,12,20,16,16,12,12,5.0,4.3,15,0.0,64.0,30.0,2.85,37.19,32.88,0,0.935,453.2,74.7,348.6,561.3,212.7,0.058,0.044,0.0625,0.0225,0.1264,0.0884,3,0.412,812,778,0.958,0.031,0.0,0.672,1.082,0.0,0.0,2.015,4.33,6.0,95.79,88.51,2.21,-0.46,63.5
I0124,U013,quiet_deepwork,P050,cafe_14,synthetic,train,5,3,4,5,4,4,4,4,4,5,study_room,coding,mostly_solo,under_1h,early_morning,1,1,1,1,1,1,1,1,1,1,1,cafe,light_reading,solo,1_2h,afternoon,weekend,13.3,clear,indoor,sometimes,3,5,2,3,2,4,3,4,4,3,15,15,8,15,12,16,8,16,2.3,6.6,12,0.0,52.5,50.22,4.77,65.63,56.33,2,0.368,423.1,333.3,0.0,777.7,777.7,0.166,0.155,0.0987,0.0804,0.3564,0.248,8,0.01,1203,1142,0.949,0.047,2.182,1.623,4.037,10.912,11.851,4.868,16.147,16.0,95.59,51.53,10.33,-7.19,45.3
I0125,U013,quiet_deepwork,P068,classroom_06,synthetic,train,5,3,4,5,4,4,4,4,4,5,study_room,coding,mostly_solo,under_1h,early_morning,1,1,1,1,1,1,1,1,1,1,1,classroom,team_project,3_4,under_1h,evening,weekday,12.7,cloudy,indoor,often,3,4,3,3,2,3,3,4,2,4,15,12,12,15,12,8,8,12,1.3,6.4,12,0.0,62.2,46.26,4.99,64.53,54.82,3,0.613,452.4,112.2,303.0,592.5,289.5,0.058,0.129,0.0693,0.0489,0.2038,0.1573,9,0.183,1562,1372,0.879,0.211,2.002,0.853,2.357,10.011,11.01,2.559,9.429,18.0,86.47,59.96,8.94,-7.5,54.7
I0126,U013,quiet_deepwork,P017,library_17,synthetic,train,5,3,4,5,4,4,4,4,4,5,study_room,coding,mostly_solo,under_1h,early_morning,1,1,1,1,1,1,1,1,1,1,1,library,coding,solo,2_4h,evening,weekday,11.4,rainy,indoor,sometimes,5,4,4,5,3,3,4,4,5,4,25,12,16,25,16,20,12,12,4.5,5.7,20,0.0,79.6,30.0,2.33,35.41,32.0,0,0.966,470.1,72.4,367.4,614.8,247.4,0.069,0.04,0.0325,0.0284,0.1758,0.0692,2,0.779,1084,928,0.856,0.263,0.0,0.606,0.726,0.0,0.0,1.817,2.904,4.0,82.1,86.8,2.87,-1.63,78.0
I0127,U013,quiet_deepwork,P076,computer_lab_02,synthetic,train,5,3,4,5,4,4,4,4,4,5,study_room,coding,mostly_solo,under_1h,early_morning,1,1,1,1,1,1,1,1,1,1,1,computer_lab,deep_study,solo,1_2h,early_morning,weekday,10.4,cloudy,indoor,often,3,5,3,4,4,3,4,3,3,4,15,15,12,20,16,12,16,12,5.0,5.2,15,1.0,65.0,35.39,4.86,50.73,41.45,2,0.862,595.4,84.7,469.6,748.5,278.9,0.0,0.181,0.0672,0.0552,0.229,0.1625,8,0.292,880,821,0.933,0.088,0.41,0.549,2.453,2.051,3.581,1.647,9.812,16.0,92.42,76.08,5.03,-1.43,63.6
I0128,U013,quiet_deepwork,P007,library_07,synthetic,train,5,3,4,5,4,4,4,4,4,5,study_room,coding,mostly_solo,under_1h,early_morning,1,1,1,1,1,1,1,1,1,1,1,library,coding,solo,2_4h,late_night,weekday,14.6,rainy,indoor,rarely,5,4,3,4,3,3,4,3,4,4,25,12,12,20,16,16,12,12,4.5,7.3,15,0.0,68.4,30.0,3.19,45.48,35.0,0,0.946,603.2,14.7,590.3,633.1,42.7,0.042,0.159,0.0546,0.0452,0.2942,0.1492,6,0.346,1572,1500,0.954,0.044,0.0,0.471,2.208,0.0,0.002,1.412,8.833,12.0,97.08,82.53,3.56,-1.26,67.1
I0129,U013,quiet_deepwork,P006,library_06,synthetic,train,5,3,4,5,4,4,4,4,4,5,study_room,coding,mostly_solo,under_1h,early_morning,1,1,1,1,1,1,1,1,1,1,1,library,online_class,solo,1_2h,afternoon,weekday,11.0,clear,indoor,rarely,4,4,4,5,2,3,4,3,5,4,20,12,16,25,16,20,8,12,3.3,5.5,9,0.0,72.5,30.0,2.98,37.82,32.48,1,0.98,667.9,120.9,520.6,915.9,395.3,0.038,0.189,0.0687,0.0263,0.2025,0.1135,6,0.171,1284,1250,0.973,0.0,0.0,0.917,1.546,0.0,0.0,2.752,6.183,12.0,99.05,81.41,3.66,-1.34,71.2
I0130,U013,quiet_deepwork,P046,cafe_10,synthetic,train,5,3,4,5,4,4,4,4,4,5,study_room,coding,mostly_solo,under_1h,early_morning,1,1,1,1,1,1,1,1,1,1,1,cafe,light_reading,solo,1_2h,afternoon,weekday,15.5,clear,indoor,rarely,3,4,2,3,2,4,3,4,3,3,15,12,8,15,12,12,8,16,2.3,7.8,12,0.0,55.5,42.52,7.36,65.32,53.06,4,0.717,713.0,300.4,477.6,1058.9,581.3,0.084,0.337,0.0894,0.0742,0.2822,0.2069,9,0.01,626,578,0.923,0.116,1.793,1.653,3.276,8.963,10.032,4.958,13.106,18.0,90.24,53.85,9.82,-5.53,50.0
I0131,U014,social_collaborative,P066,classroom_04,synthetic,train,3,5,3,3,5,3,3,2,4,3,classroom,coding,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,classroom,team_project,3_4,1_2h,early_morning,weekday,8.8,clear,indoor,often,3,4,4,3,3,3,4,4,3,4,9,20,12,9,20,9,6,12,0.8,3.3,12,0.0,66.3,34.89,4.99,51.92,41.57,2,0.89,432.7,146.6,219.4,730.4,511.0,0.15,0.028,0.0636,0.036,0.271,0.1343,6,0.267,623,600,0.963,0.016,0.425,1.027,1.931,1.275,2.19,5.137,7.724,12.0,96.04,76.91,5.07,-0.25,66.0
I0132,U014,social_collaborative,P026,study_room_08,synthetic,train,3,5,3,3,5,3,3,2,4,3,classroom,coding,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,study_room,team_project,3_4,2_4h,evening,weekday,18.9,hot,indoor,rarely,4,5,4,4,5,4,4,5,4,3,12,25,12,12,20,12,10,16,0.8,7.1,15,1.0,70.2,34.0,4.5,49.37,37.29,0,0.896,492.3,134.3,393.8,767.9,374.1,0.087,0.095,0.0259,0.026,0.158,0.0664,1,0.8,1251,1161,0.928,0.103,0.0,0.73,0.673,0.0,0.763,3.651,2.693,2.0,92.57,91.7,2.0,1.09,71.3
I0133,U014,social_collaborative,P098,dorm_lounge_02,synthetic,train,3,5,3,3,5,3,3,2,4,3,classroom,coding,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,dorm_lounge,meeting,3_4,2_4h,morning,weekday,13.5,clear,indoor,often,3,4,3,2,3,4,4,4,4,3,9,20,9,6,20,12,6,16,0.6,5.1,12,0.0,56.4,45.95,6.33,60.91,54.99,2,0.545,348.7,183.7,200.3,606.7,406.4,0.22,0.022,0.0946,0.0682,0.3613,0.2137,7,0.01,1453,1338,0.921,0.094,2.022,1.629,3.402,6.067,6.663,8.145,13.608,14.0,92.49,56.08,9.06,-7.93,48.5
I0134,U014,social_collaborative,P057,home_03,synthetic,train,3,5,3,3,5,3,3,2,4,3,classroom,coding,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,home,meeting,2,2_4h,morning,weekday,6.0,cloudy,indoor,rarely,3,4,4,4,5,4,5,5,5,4,9,20,12,12,25,15,10,16,0.6,2.2,15,0.0,63.3,34.44,5.08,53.54,40.67,3,0.849,512.6,49.7,454.8,605.0,150.2,0.062,0.103,0.0389,0.003,0.0642,0.0319,0,0.715,1705,1530,0.897,0.167,0.318,0.452,0.034,0.953,1.89,2.262,0.138,0.0,89.48,92.45,1.62,-0.88,62.4
I0135,U014,social_collaborative,P028,study_room_10,synthetic,train,3,5,3,3,5,3,3,2,4,3,classroom,coding,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,study_room,online_class,solo,1_2h,evening,weekday,19.1,clear,indoor,first_time,4,4,3,3,4,4,5,4,4,3,12,20,9,9,25,12,8,16,2.0,7.2,12,1.0,59.4,32.38,3.83,40.72,35.42,1,0.909,467.4,134.7,242.9,766.8,523.9,0.101,0.07,0.0299,0.003,0.1573,0.0353,0,0.734,951,902,0.948,0.048,0.0,0.826,0.099,0.0,0.139,4.13,0.396,0.0,94.82,93.55,1.59,1.38,60.8
I0136,U014,social_collaborative,P004,library_04,synthetic,train,3,5,3,3,5,3,3,2,4,3,classroom,coding,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,library,team_project,3_4,2_4h,evening,weekday,1.0,clear,indoor,first_time,5,3,3,4,2,4,4,3,3,4,15,15,9,12,20,9,4,16,0.8,0.4,9,1.0,68.1,30.0,1.92,43.16,32.0,0,0.932,643.9,200.3,338.4,971.3,632.9,0.0,0.189,0.0554,0.0375,0.2024,0.1093,3,0.431,1364,1305,0.957,0.037,0.0,0.946,1.469,0.0,0.0,4.731,5.876,6.0,96.94,85.27,3.44,-0.64,67.5
I0137,U014,social_collaborative,P017,library_17,synthetic,train,3,5,3,3,5,3,3,2,4,3,classroom,coding,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,library,team_project,5_plus,1_2h,afternoon,weekday,7.6,cloudy,indoor,first_time,5,4,4,5,3,3,4,3,5,4,15,20,12,15,20,15,6,12,0.8,2.9,9,0.5,62.6,30.0,4.15,43.74,37.14,0,0.98,581.7,10.0,572.0,597.1,25.1,0.0,0.128,0.0477,0.051,0.2095,0.1228,5,0.521,1775,1643,0.926,0.106,0.0,0.289,1.719,0.0,0.713,1.444,6.875,10.0,93.61,86.57,2.96,-2.19,60.4
I0138,U014,social_collaborative,P112,outdoor_04,synthetic,train,3,5,3,3,5,3,3,2,4,3,classroom,coding,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,outdoor,deep_study,solo,1_2h,afternoon,weekday,14.8,clear,outdoor,rarely,3,4,3,3,2,3,1,2,3,2,9,20,9,9,5,9,4,12,3.0,5.6,6,0.5,51.2,47.23,7.51,67.51,55.27,4,0.456,1120.1,248.0,893.1,1599.8,706.7,0.0,0.698,0.1214,0.0792,0.4111,0.2509,9,0.01,707,674,0.953,0.048,2.056,2.758,4.091,6.169,6.757,13.79,16.362,18.0,94.71,42.45,12.22,-9.14,42.1
I0139,U014,social_collaborative,P039,cafe_03,synthetic,train,3,5,3,3,5,3,3,2,4,3,classroom,coding,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,cafe,team_project,2,over_4h,evening,weekend,9.6,clear,indoor,first_time,3,4,2,3,2,4,3,4,4,4,9,20,6,9,15,12,4,16,0.8,3.6,12,1.0,55.8,55.15,8.43,81.84,65.86,9,0.082,621.7,354.0,349.6,1451.4,1101.8,0.066,0.25,0.1013,0.0731,0.2846,0.2125,10,0.01,855,784,0.917,0.122,3.317,1.354,3.38,9.95,10.287,6.772,13.521,20.0,90.16,39.54,11.66,-11.56,44.2
I0140,U014,social_collaborative,P066,classroom_04,synthetic,train,3,5,3,3,5,3,3,2,4,3,classroom,coding,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,classroom,coding,solo,1_2h,early_morning,weekend,7.8,clear,indoor,sometimes,3,4,4,3,3,3,4,4,3,4,9,20,12,9,20,9,6,12,2.7,2.9,12,0.0,59.9,30.0,4.84,41.15,36.9,0,0.948,220.1,146.8,26.0,538.1,512.1,0.572,0.0,0.0589,0.0474,0.1993,0.1371,6,0.416,824,777,0.943,0.069,0.0,2.975,1.984,0.0,0.632,14.874,7.936,12.0,93.64,67.09,7.96,-6.61,53.3
I0141,U015,convenience_oriented,P058,home_04,synthetic,train,4,4,3,4,4,5,3,3,4,4,home,report_writing,mostly_solo,2_4h,afternoon,1,0,1,0,1,1,1,1,1,1,1,home,coding,solo,2_4h,afternoon,weekday,13.0,clear,indoor,sometimes,4,3,4,3,4,5,4,5,4,4,16,12,12,12,16,12,12,20,3.6,8.1,20,1.0,68.0,30.0,2.92,42.16,36.44,0,0.954,745.6,127.2,652.0,936.7,284.7,0.0,0.278,0.0422,0.0267,0.1198,0.0804,0,0.627,1092,1018,0.932,0.094,0.0,1.2,0.933,0.0,0.64,4.798,3.733,0.0,92.77,88.68,2.38,-1.07,66.9
I0142,U015,convenience_oriented,P116,outdoor_08,synthetic,train,4,4,3,4,4,5,3,3,4,4,home,report_writing,mostly_solo,2_4h,afternoon,1,0,1,0,1,1,1,1,1,1,1,outdoor,online_class,solo,1_2h,morning,weekend,13.4,rainy,outdoor,first_time,3,5,3,3,2,2,1,2,3,3,12,20,9,12,4,9,6,8,2.6,8.4,6,0.5,43.4,51.56,6.92,71.09,58.89,4,0.309,617.6,237.7,469.1,863.3,394.2,0.0,0.192,0.131,0.1102,0.4528,0.32,13,0.01,854,792,0.928,0.099,2.486,0.941,5.0,9.945,10.616,3.765,20.0,20.0,91.61,46.46,11.22,-7.55,35.9
I0143,U015,convenience_oriented,P008,library_08,synthetic,train,4,4,3,4,4,5,3,3,4,4,home,report_writing,mostly_solo,2_4h,afternoon,1,0,1,0,1,1,1,1,1,1,1,library,report_writing,solo,over_4h,morning,weekend,9.4,cloudy,indoor,rarely,5,5,4,4,2,3,4,4,4,4,20,20,12,16,16,12,6,12,3.4,5.8,16,0.5,66.0,30.0,2.05,43.81,33.98,0,0.97,577.3,45.0,530.3,641.0,110.7,0.057,0.142,0.07,0.0206,0.1618,0.0938,2,0.347,915,839,0.917,0.127,0.0,0.447,1.182,0.0,0.0,1.786,4.727,4.0,90.23,89.81,2.22,0.03,66.0
I0144,U015,convenience_oriented,P105,dorm_lounge_09,synthetic,train,4,4,3,4,4,5,3,3,4,4,home,report_writing,mostly_solo,2_4h,afternoon,1,0,1,0,1,1,1,1,1,1,1,dorm_lounge,team_project,3_4,under_1h,afternoon,weekday,10.9,clear,indoor,often,3,3,3,2,3,3,4,4,4,3,12,12,9,8,16,12,9,12,1.0,6.8,12,1.0,59.8,51.8,5.66,66.29,58.82,2,0.268,755.1,185.4,481.9,1053.6,571.7,0.0,0.259,0.097,0.0191,0.272,0.1354,4,0.017,1136,1067,0.939,0.078,2.478,1.318,1.951,9.913,10.586,5.272,7.805,8.0,93.86,63.25,7.63,-6.3,53.5
I0145,U015,convenience_oriented,P082,computer_lab_08,synthetic,train,4,4,3,4,4,5,3,3,4,4,home,report_writing,mostly_solo,2_4h,afternoon,1,0,1,0,1,1,1,1,1,1,1,computer_lab,light_reading,solo,under_1h,morning,weekday,1.0,clear,indoor,rarely,3,4,4,4,3,3,5,3,3,3,12,16,12,16,20,9,9,12,1.8,0.6,9,0.5,61.6,35.78,4.91,47.4,38.8,0,0.972,537.0,143.6,390.4,717.0,326.6,0.0,0.104,0.091,0.0386,0.3027,0.1549,5,0.04,1213,1179,0.972,0.004,0.095,0.456,2.313,0.38,1.688,1.824,9.251,10.0,98.64,82.88,3.64,-4.07,57.5
I0146,U015,convenience_oriented,P048,cafe_12,synthetic,train,4,4,3,4,4,5,3,3,4,4,home,report_writing,mostly_solo,2_4h,afternoon,1,0,1,0,1,1,1,1,1,1,1,cafe,deep_study,2,2_4h,evening,weekday,9.5,clear,indoor,often,2,5,2,3,1,4,3,2,3,3,8,20,6,12,12,9,3,16,4.0,5.9,8,0.5,49.3,53.74,8.08,69.78,63.78,5,0.141,681.5,320.6,331.2,1301.8,970.6,0.025,0.284,0.0974,0.0737,0.2586,0.2211,7,0.039,634,588,0.928,0.103,3.069,1.452,3.538,12.276,12.791,5.807,14.153,14.0,91.02,46.41,11.17,-12.13,37.2
I0147,U015,convenience_oriented,P070,classroom_08,synthetic,train,4,4,3,4,4,5,3,3,4,4,home,report_writing,mostly_solo,2_4h,afternoon,1,0,1,0,1,1,1,1,1,1,1,classroom,deep_study,solo,1_2h,afternoon,weekday,8.0,clear,indoor,rarely,3,4,3,2,3,2,3,4,2,3,12,16,9,8,12,6,9,8,4.0,5.0,16,1.0,59.3,37.23,4.63,54.26,44.1,1,0.883,656.1,152.0,523.0,870.4,347.4,0.02,0.2,0.0728,0.0474,0.2343,0.1435,6,0.167,1088,976,0.897,0.172,0.727,0.929,2.101,2.907,4.047,3.715,8.405,12.0,87.83,74.57,5.49,-2.7,56.6
I0148,U015,convenience_oriented,P045,cafe_09,synthetic,train,4,4,3,4,4,5,3,3,4,4,home,report_writing,mostly_solo,2_4h,afternoon,1,0,1,0,1,1,1,1,1,1,1,cafe,report_writing,solo,under_1h,afternoon,weekend,9.8,clear,indoor,sometimes,2,3,2,2,3,3,3,5,3,3,8,12,6,8,12,9,9,12,3.4,6.1,20,1.0,70.3,50.25,8.12,67.72,57.23,7,0.28,749.8,406.2,444.5,1578.9,1134.4,0.019,0.365,0.1045,0.0817,0.263,0.2421,9,0.01,779,719,0.922,0.104,2.289,1.902,3.927,9.157,9.88,7.61,15.708,18.0,90.82,44.24,11.68,-12.59,57.7
I0149,U015,convenience_oriented,P062,home_08,synthetic,train,4,4,3,4,4,5,3,3,4,4,home,report_writing,mostly_solo,2_4h,afternoon,1,0,1,0,1,1,1,1,1,1,1,home,online_class,solo,1_2h,early_morning,weekend,8.0,hot,indoor,first_time,4,3,4,4,4,5,5,5,4,5,16,12,12,16,20,12,12,20,2.6,5.0,15,0.0,74.8,30.0,3.47,38.14,34.22,0,0.952,760.3,216.3,393.7,1059.5,665.8,0.0,0.342,0.002,0.003,0.1567,0.0177,0,0.893,703,646,0.919,0.124,0.0,1.493,0.0,0.0,0.0,5.972,0.0,0.0,89.89,89.34,2.29,0.9,75.7
I0150,U015,convenience_oriented,P092,coworking_space_08,synthetic,train,4,4,3,4,4,5,3,3,4,4,home,report_writing,mostly_solo,2_4h,afternoon,1,0,1,0,1,1,1,1,1,1,1,coworking_space,report_writing,solo,2_4h,evening,weekday,4.2,clear,indoor,often,2,4,3,4,3,4,4,4,4,3,8,16,9,16,16,12,9,16,3.4,2.7,16,0.5,62.1,42.77,6.09,60.58,48.4,2,0.732,689.6,188.0,392.1,1084.1,692.0,0.015,0.231,0.0665,0.0276,0.1866,0.1218,8,0.199,1154,1078,0.934,0.083,1.238,1.131,1.699,4.951,5.954,4.524,6.797,16.0,93.27,70.53,6.18,-2.66,59.4
I0151,U016,quiet_deepwork,P023,study_room_05,synthetic,train,5,4,5,4,4,4,3,4,4,5,home,deep_study,mostly_solo,over_4h,early_morning,1,1,1,0,1,1,1,1,1,1,1,study_room,online_class,solo,2_4h,evening,weekday,18.5,clear,indoor,rarely,5,4,3,4,4,4,3,4,4,4,25,16,15,16,12,12,16,16,3.3,9.3,12,0.0,64.3,30.0,2.47,39.12,32.47,0,0.98,351.8,167.6,150.5,748.5,598.0,0.247,0.045,0.0397,0.046,0.1603,0.1029,2,0.686,1748,1582,0.905,0.15,0.0,1.647,1.35,0.0,0.0,6.589,5.398,4.0,90.66,81.56,3.93,0.6,64.9
